,pd_year,pd_month,pd_date,pd_weekday,pd_time,pd_currency,pd_news,pd_impact,pd_forecast,pd_previous
22,2021,Jan,5,Tuesday,09:00,USD,ISM Manufacturing PMI,med,56.4,57.5
23,2021,Jan,5,Tuesday,10:30,USD,8-Week Bill Auction,low,,0.09%*
24,2021,Jan,5,Tuesday,10:30,USD,4-Week Bill Auction,low,,0.08%
25,2021,Jan,5,Tuesday,14:45,USD,Fed Williams Speech,med,,
26,2021,Jan,5,Tuesday,14:45,USD,Fed Evans Speech,med,,
27,2021,Jan,5,Tuesday,15:30,USD,API Crude Oil Stock Change,med,,-4.79M*
28,2021,Jan,5,Tuesday,16:00,AUD,Markit Services PMI Final,med,57.4,55.1
29,2021,Jan,5,Tuesday,16:00,AUD,Markit Composite PMI Final,low,57.0,54.9
30,2021,Jan,5,Tuesday,18:00,USD,Total Vehicle Sales,med,,15.55M
31,2021,Jan,5,Tuesday,18:30,JPY,Jibun Bank Services PMI Final,med,47.2,47.8
32,2021,Jan,5,Tuesday,18:30,JPY,Jibun Bank Composite PMI Final,low,48.0,48.1
33,2021,Jan,5,Tuesday,18:30,AUD,RBA Chart Pack,low,,
34,2021,Jan,5,Tuesday,19:45,CNY,Chinese Caixin Composite PMI,low,56.4,57.5
35,2021,Jan,5,Tuesday,19:45,CNY,Chinese Caixin Services PMI,med,56.9,57.8
36,2021,Jan,5,Tuesday,21:45,JPY,10-Year JGB Auction,low,,0.02%*
37,2021,Jan,5,Tuesday,23:00,JPY,Consumer Confidence,high,35.0,33.7
0,2021,Jan,6,Wednesday,01:00,EUR,German Retail Sales MoM,med,,
1,2021,Jan,6,Wednesday,01:00,EUR,German Retail Sales YoY,med,,
2,2021,Jan,6,Wednesday,01:45,EUR,French Inflation Rate MoM Prel,low,0.3%,0.2%
3,2021,Jan,6,Wednesday,01:45,EUR,French Harmonised Inflation Rate MoM Prel,low,0.4%,0.2%
4,2021,Jan,6,Wednesday,01:45,EUR,French Harmonised Inflation Rate YoY Prel,low,0.1%,0.2%
5,2021,Jan,6,Wednesday,01:45,EUR,French Inflation Rate YoY Prel,med,0.1%,0.2%
6,2021,Jan,6,Wednesday,01:45,EUR,French Consumer Confidence,low,91.0,90.0
7,2021,Jan,6,Wednesday,02:50,EUR,French Markit Composite PMI Final,low,49.6,40.6
8,2021,Jan,6,Wednesday,02:50,EUR,French Markit Services PMI Final,low,49.2,38.8
9,2021,Jan,6,Wednesday,02:55,EUR,German Markit Composite PMI Final,low,52.5,51.7
10,2021,Jan,6,Wednesday,02:55,EUR,German Markit Services PMI Final,med,47.7,46.0
11,2021,Jan,6,Wednesday,03:00,EUR,Markit Services PMI Final,med,47.3,41.7
12,2021,Jan,6,Wednesday,03:00,EUR,Markit Composite PMI Final,low,49.8,45.3
13,2021,Jan,6,Wednesday,03:30,GBP,Services PMI,med,49.9,47.6
14,2021,Jan,6,Wednesday,03:30,GBP,Markit/CIPS Composite PMI Final,low,50.7,49.0
15,2021,Jan,6,Wednesday,04:00,EUR,PPI MoM,low,0.3%,0.4%
16,2021,Jan,6,Wednesday,04:00,EUR,PPI YoY,low,-2.0%,-2.0%
17,2021,Jan,6,Wednesday,06:00,USD,MBA Mortgage Applications,low,,0.8%
18,2021,Jan,6,Wednesday,06:00,USD,MBA 30-Year Mortgage Rate,low,,2.86%
19,2021,Jan,6,Wednesday,06:00,USD,MBA Mortgage Applications,low,,
20,2021,Jan,6,Wednesday,06:00,USD,MBA 30-Year Mortgage Rate,low,,
21,2021,Jan,6,Wednesday,07:00,EUR,German Inflation Rate MoM Prel,low,0.4%,-0.8%
22,2021,Jan,6,Wednesday,07:00,EUR,German Harmonised Inflation Rate MoM Prel,low,0.5%,-1.0%
23,2021,Jan,6,Wednesday,07:00,EUR,German Harmonised Inflation Rate YoY Prel,low,-0.7%,-0.7%
24,2021,Jan,6,Wednesday,07:00,EUR,German Inflation Rate YoY Prel,med,-0.3%,-0.3%
25,2021,Jan,6,Wednesday,07:15,USD,ADP National Employment Report,high,170.0k,307.0k
26,2021,Jan,6,Wednesday,08:00,GBP,BoE Gov Bailey Speech,med,,
27,2021,Jan,6,Wednesday,08:45,USD,Markit Composite PMI Final,med,55.7,58.6
28,2021,Jan,6,Wednesday,08:45,USD,Markit Services PMI Final,med,55.3,58.4
29,2021,Jan,6,Wednesday,09:00,USD,Factory Orders ex Transportation,low,0.4%,1.0%
30,2021,Jan,6,Wednesday,09:00,USD,Factory Orders MoM,med,0.6%,1.0%
31,2021,Jan,6,Wednesday,09:30,USD,EIA Distillate Fuel Production Change,low,,0.05M*
32,2021,Jan,6,Wednesday,09:30,USD,EIA Distillate Stocks Change,med,,3.1M*
33,2021,Jan,6,Wednesday,09:30,USD,EIA Gasoline Production Change,low,,0.36M*
34,2021,Jan,6,Wednesday,09:30,USD,EIA Crude Oil Imports Change,low,,-0.76M*
35,2021,Jan,6,Wednesday,09:30,USD,EIA Cushing Crude Oil Stocks Change,med,,0.03M*
36,2021,Jan,6,Wednesday,09:30,USD,EIA Crude Oil Stocks Change,med,,-6.07M*
37,2021,Jan,6,Wednesday,09:30,USD,EIA Gasoline Stocks Change,med,,-1.19M*
38,2021,Jan,6,Wednesday,09:30,USD,EIA Refinery Crude Runs Change,low,,0.27M*
39,2021,Jan,6,Wednesday,09:30,USD,EIA Heating Oil Stocks Change,low,,0.58M*
40,2021,Jan,6,Wednesday,13:00,USD,FOMC Minutes,med,,
41,2021,Jan,6,Wednesday,17:30,JPY,Average Cash Earnings YoY,low,-0.6%,-0.8%
42,2021,Jan,6,Wednesday,17:50,JPY,Stock Investment by Foreigners,low,,-504.3B
43,2021,Jan,6,Wednesday,17:50,JPY,Foreign Bond Investment,low,,802.4B
44,2021,Jan,6,Wednesday,17:50,JPY,Stock Investment by Foreigners,low,,
45,2021,Jan,6,Wednesday,17:50,JPY,Foreign Bond Investment,low,,
46,2021,Jan,6,Wednesday,18:30,AUD,Imports MoM,low,,1.0%
47,2021,Jan,6,Wednesday,18:30,AUD,Exports MoM,low,,5.0%
48,2021,Jan,6,Wednesday,18:30,AUD,Balance of Trade,high,,7.46B*
49,2021,Jan,6,Wednesday,18:30,AUD,Building Permits MoM Prel,med,,3.8%
0,2021,Jan,7,Thursday,01:00,EUR,German Factory Orders MoM,med,-1.2%,2.9%
1,2021,Jan,7,Thursday,01:30,CHF,Retail Sales MoM,low,-2.0%,3.2%
2,2021,Jan,7,Thursday,01:30,CHF,Retail Sales YoY,med,1.6%,3.1%
3,2021,Jan,7,Thursday,02:00,CNY,Chinese Foreign Exchange Reserves,low,3.2,3.18*
4,2021,Jan,7,Thursday,02:30,EUR,German Construction PMI,med,49.4,45.6
5,2021,Jan,7,Thursday,02:30,EUR,French Construction PMI,low,48.9,42.8
6,2021,Jan,7,Thursday,02:30,EUR,Construction PMI,low,47.8,45.6
7,2021,Jan,7,Thursday,03:00,EUR,ECB Economic Bulletin,med,,
8,2021,Jan,7,Thursday,03:30,GBP,Construction PMI,med,54.9,54.7
9,2021,Jan,7,Thursday,04:00,EUR,Inflation Rate YoY Flash,med,-0.4%,-0.3%
10,2021,Jan,7,Thursday,04:00,EUR,Core Inflation Rate YoY Flash,med,0.1%,0.2%
11,2021,Jan,7,Thursday,04:00,EUR,Retail Sales MoM,low,-3.8%,1.5%
12,2021,Jan,7,Thursday,04:00,EUR,Retail Sales YoY,med,0.6%,4.3%
13,2021,Jan,7,Thursday,04:00,EUR,French Retail Sales MoM,low,-3.2%,2.8%
14,2021,Jan,7,Thursday,04:00,EUR,French Retail Sales YoY,low,4.2%,5.9%
15,2021,Jan,7,Thursday,04:00,EUR,Services Sentiment,low,-16.0,-17.3
16,2021,Jan,7,Thursday,04:00,EUR,Economic Sentiment,med,89.5,87.6
17,2021,Jan,7,Thursday,04:00,EUR,Consumer Inflation Expectations,low,15.9,15.4
18,2021,Jan,7,Thursday,04:00,EUR,Consumer Confidence,med,-13.9,-17.6
19,2021,Jan,7,Thursday,04:00,EUR,Industrial Sentiment,low,-8.6,-10.1
20,2021,Jan,7,Thursday,04:00,EUR,Inflation Rate MoM Flash,med,0.2%,-0.3%
21,2021,Jan,7,Thursday,06:30,USD,Challenger Job Cuts,low,69.0k,64.8k*
22,2021,Jan,7,Thursday,07:30,CAD,Balance of Trade,high,-3.2B,-3.76B
23,2021,Jan,7,Thursday,07:30,CAD,Exports,low,,46.5B
24,2021,Jan,7,Thursday,07:30,CAD,Imports,low,,50.23B
25,2021,Jan,7,Thursday,07:30,USD,Exports,low,183.4B,182.0B
26,2021,Jan,7,Thursday,07:30,USD,Imports,low,251.0B,245.1B
27,2021,Jan,7,Thursday,07:30,USD,Balance of Trade,high,-67.6B,-63.1B
28,2021,Jan,7,Thursday,07:30,USD,Continuing Jobless Claims,low,"4,980.0k","5,219.0k"
29,2021,Jan,7,Thursday,07:30,USD,Jobless Claims 4-week Average,med,810.0k,836.75k
30,2021,Jan,7,Thursday,07:30,USD,Initial Jobless Claims,med,755.0k,787.0k
31,2021,Jan,7,Thursday,08:00,USD,Fed Harker Speech,med,,
32,2021,Jan,7,Thursday,08:40,NZD,Global Dairy Trade Price Index,low,,1.3%
33,2021,Jan,7,Thursday,09:00,CAD,Ivey PMI s.a,high,53.2,52.7
34,2021,Jan,7,Thursday,09:00,USD,ISM Non-Manufacturing Business Activity,med,56.8,58.0
35,2021,Jan,7,Thursday,09:00,USD,ISM Non-Manufacturing New Orders,med,55.1,57.2
36,2021,Jan,7,Thursday,09:00,USD,ISM Non-Manufacturing Prices,med,62.2,66.1
37,2021,Jan,7,Thursday,09:00,USD,ISM Non-Manufacturing Employment,med,49.5,51.5
38,2021,Jan,7,Thursday,09:00,USD,ISM Non-Manufacturing PMI,med,54.5,55.9
39,2021,Jan,7,Thursday,09:30,USD,EIA Natural Gas Stocks Change,low,,-114.0Bcf
40,2021,Jan,7,Thursday,11:00,USD,Fed Bullard Speech,med,,
41,2021,Jan,7,Thursday,12:00,USD,Fed Evans Speech,med,,
42,2021,Jan,7,Thursday,17:30,JPY,Household Spending YoY,low,2.7%,1.9%
43,2021,Jan,7,Thursday,17:30,JPY,Household Spending MoM,low,1.0%,2.1%
44,2021,Jan,7,Thursday,17:50,JPY,Foreign Exchange Reserves,low,,"1,384.6B"
45,2021,Jan,7,Thursday,21:45,JPY,30-Year JGB Auction,low,,0.65%*
46,2021,Jan,7,Thursday,23:00,JPY,Coincident Index Prel,low,92.5,89.4
47,2021,Jan,7,Thursday,23:00,JPY,Leading Economic Index Prel,low,93.2,94.3
0,2021,Jan,8,Friday,00:45,CHF,Unemployment Rate,med,3.4%,3.3%
1,2021,Jan,8,Friday,01:00,EUR,German Industrial Production MoM,med,1.1%,3.2%
2,2021,Jan,8,Friday,01:00,EUR,German Balance of Trade,high,17.6B,19.4B
3,2021,Jan,8,Friday,01:00,EUR,German Balance of Trade s.a,low,,18.2B
4,2021,Jan,8,Friday,01:00,EUR,German Exports MoM s.a,low,,0.8%
5,2021,Jan,8,Friday,01:00,EUR,German Imports MoM s.a,low,,0.3%
6,2021,Jan,8,Friday,01:00,EUR,German Current Account,low,21.0B,22.5B
7,2021,Jan,8,Friday,01:45,EUR,French Household Consumption MoM,low,-12.6%,3.7%
8,2021,Jan,8,Friday,01:45,EUR,French Current Account,low,-3.4B,-3.7B
9,2021,Jan,8,Friday,01:45,EUR,French Balance of Trade,med,-4.4B,-4.9B
10,2021,Jan,8,Friday,01:45,EUR,French Industrial Production MoM,med,-1.6%,1.6%
11,2021,Jan,8,Friday,02:00,CHF,Foreign Exchange Reserves,low,,875.9B
12,2021,Jan,8,Friday,02:30,GBP,Halifax House Price Index MoM,med,0.8%,1.2%
13,2021,Jan,8,Friday,02:30,GBP,Halifax House Price Index,med,6.8%,7.6%
14,2021,Jan,8,Friday,04:00,EUR,Business Climate,high,,
15,2021,Jan,8,Friday,04:00,EUR,Unemployment Rate,med,8.5%,8.4%
16,2021,Jan,8,Friday,07:30,USD,Nonfarm Payrolls,high,112.0k,245.0k
17,2021,Jan,8,Friday,07:30,USD,Unemployment Rate,high,6.7%,6.7%
18,2021,Jan,8,Friday,07:30,USD,Nonfarm Payrolls Private,low,115.0k,344.0k
19,2021,Jan,8,Friday,07:30,USD,Average Weekly Hours,low,34.8,34.8
20,2021,Jan,8,Friday,07:30,USD,Average Hourly Earnings YoY,low,4.3%,4.4%
21,2021,Jan,8,Friday,07:30,USD,Participation Rate,low,61.6%,61.5%
22,2021,Jan,8,Friday,07:30,USD,Government Payrolls,low,-3.0k,-99.0k
23,2021,Jan,8,Friday,07:30,USD,Manufacturing Payrolls,low,25.0k,27.0k
24,2021,Jan,8,Friday,07:30,CAD,Part Time Employment Chg,med,,-37.0k
25,2021,Jan,8,Friday,07:30,CAD,Full Time Employment Chg,med,,99.0k
26,2021,Jan,8,Friday,07:30,CAD,Participation Rate,med,65.0%,65.1%
27,2021,Jan,8,Friday,07:30,CAD,Unemployment Rate,med,8.5%,8.5%
28,2021,Jan,8,Friday,07:30,CAD,Employment Change,med,-20.0k,62.0k
29,2021,Jan,8,Friday,07:30,CAD,Average Hourly Wages YoY,low,,4.8%
30,2021,Jan,8,Friday,07:30,USD,Average Hourly Earnings MoM,high,0.1%,0.3%
31,2021,Jan,8,Friday,09:00,USD,Wholesale Inventories MoM,med,-0.1%,1.2%*
32,2021,Jan,8,Friday,10:00,USD,Fed Clarida Speech,med,,
33,2021,Jan,8,Friday,12:00,USD,Baker Hughes Oil Rig Count,low,,
34,2021,Jan,8,Friday,12:00,USD,Baker Hughes Total Rig Count,low,,
35,2021,Jan,8,Friday,14:00,USD,Consumer Credit Change,low,10.2B,7.23B
36,2021,Jan,8,Friday,18:30,AUD,Exports MoM,low,,
37,2021,Jan,8,Friday,18:30,AUD,Imports MoM,low,,
38,2021,Jan,8,Friday,18:30,AUD,Balance of Trade,high,,
0,2021,Jan,10,Sunday,18:30,AUD,Retail Sales MoM Final,med,7.0%,1.4%
1,2021,Jan,10,Sunday,19:30,CNY,Chinese Inflation Rate MoM,med,-0.3%,-0.6%
2,2021,Jan,10,Sunday,19:30,CNY,Chinese PPI YoY,med,-1.3%,-1.5%
3,2021,Jan,10,Sunday,19:30,CNY,Chinese Inflation Rate YoY,med,-0.7%,-0.5%
0,2021,Jan,11,Monday,08:00,EUR,French 3-Month BTF Auction,low,,
1,2021,Jan,11,Monday,08:00,EUR,French 6-Month BTF Auction,low,,
2,2021,Jan,11,Monday,08:00,EUR,French 12-Month BTF Auction,low,,
3,2021,Jan,11,Monday,10:00,USD,Consumer Inflation Expectations,low,,2.96%
4,2021,Jan,11,Monday,10:30,USD,3-Month Bill Auction,low,,
5,2021,Jan,11,Monday,10:30,USD,6-Month Bill Auction,low,,
6,2021,Jan,11,Monday,12:00,USD,3-Year Note Auction,low,,0.21%*
7,2021,Jan,11,Monday,17:30,AUD,Westpac Consumer Confidence Change,high,,4.1%*
8,2021,Jan,11,Monday,17:30,AUD,Westpac Consumer Confidence Index,high,,112.0
9,2021,Jan,11,Monday,17:50,JPY,Bank Lending YoY,low,6.1%,6.3%
10,2021,Jan,11,Monday,17:50,JPY,Current Account,med,"1,710.0B","2,144.7B"
11,2021,Jan,11,Monday,23:00,JPY,Eco Watchers Survey Current,low,45.0,45.6
12,2021,Jan,11,Monday,23:00,JPY,Eco Watchers Survey Outlook,low,37.2,36.5
0,2021,Jan,12,Tuesday,04:00,GBP,BoE Broadbent Speech,low,,
1,2021,Jan,12,Tuesday,05:00,USD,NFIB Business Optimism Index,low,100.5,101.4
2,2021,Jan,12,Tuesday,07:55,USD,Redbook YoY,low,,
3,2021,Jan,12,Tuesday,07:55,USD,Redbook MoM,low,,
4,2021,Jan,12,Tuesday,09:00,USD,IBD/TIPP Economic Optimism,med,54.5,49.0
5,2021,Jan,12,Tuesday,09:00,USD,JOLTs Job Openings,med,6.3M,6.65M*
6,2021,Jan,12,Tuesday,10:30,USD,8-Week Bill Auction,low,,
7,2021,Jan,12,Tuesday,10:30,USD,4-Week Bill Auction,low,,
8,2021,Jan,12,Tuesday,12:00,USD,10-Year Note Auction,low,,0.95%*
9,2021,Jan,12,Tuesday,15:30,USD,API Crude Oil Stock Change,med,,
10,2021,Jan,12,Tuesday,18:00,AUD,TD-MI Inflation Gauge MoM,med,,0.3%
0,2021,Jan,13,Wednesday,00:00,JPY,Machine Tool Orders YoY,low,12.5%,8.0%
1,2021,Jan,13,Wednesday,04:00,EUR,Industrial Production,med,0.6%,2.1%
2,2021,Jan,13,Wednesday,04:00,EUR,Industrial Production,med,-3.2%,-3.8%
3,2021,Jan,13,Wednesday,06:00,USD,MBA Mortgage Applications,low,,
4,2021,Jan,13,Wednesday,06:00,USD,MBA 30-Year Mortgage Rate,low,,
5,2021,Jan,13,Wednesday,07:30,USD,Inflation Rate MoM,med,0.3%,0.2%
6,2021,Jan,13,Wednesday,07:30,USD,Core Inflation Rate MoM,med,0.1%,0.2%
7,2021,Jan,13,Wednesday,07:30,USD,Inflation Rate YoY,high,1.2%,1.2%
8,2021,Jan,13,Wednesday,07:30,USD,Core Inflation Rate YoY,high,1.6%,1.6%
9,2021,Jan,13,Wednesday,09:30,USD,EIA Distillate Fuel Production Change,low,,
10,2021,Jan,13,Wednesday,09:30,USD,EIA Distillate Stocks Change,med,,
11,2021,Jan,13,Wednesday,09:30,USD,EIA Gasoline Production Change,low,,
12,2021,Jan,13,Wednesday,09:30,USD,EIA Crude Oil Imports Change,low,,
13,2021,Jan,13,Wednesday,09:30,USD,EIA Cushing Crude Oil Stocks Change,med,,
14,2021,Jan,13,Wednesday,09:30,USD,EIA Crude Oil Stocks Change,med,,
15,2021,Jan,13,Wednesday,09:30,USD,EIA Gasoline Stocks Change,med,,
16,2021,Jan,13,Wednesday,09:30,USD,EIA Heating Oil Stocks Change,low,,
17,2021,Jan,13,Wednesday,09:30,USD,EIA Refinery Crude Runs Change,low,,
18,2021,Jan,13,Wednesday,12:00,USD,30-Year Bond Auction,med,,
19,2021,Jan,13,Wednesday,13:00,USD,Monthly Budget Statement,med,,-145.0B
20,2021,Jan,13,Wednesday,13:00,USD,Fed Beige Book,low,,
21,2021,Jan,13,Wednesday,15:45,NZD,Building Permits MoM,low,,8.8%
22,2021,Jan,13,Wednesday,17:50,JPY,PPI MoM,low,0.3%,0.0%
23,2021,Jan,13,Wednesday,17:50,JPY,PPI YoY,low,-2.1%,-2.2%
24,2021,Jan,13,Wednesday,17:50,JPY,Machinery Orders MoM,med,4.2%,17.1%
25,2021,Jan,13,Wednesday,17:50,JPY,Machinery Orders YoY,med,3.8%,2.8%
26,2021,Jan,13,Wednesday,18:30,AUD,Building Permits MoM Final,med,,3.8%
27,2021,Jan,13,Wednesday,21:00,CNY,Chinese Exports YoY,med,,21.1%
28,2021,Jan,13,Wednesday,21:00,CNY,Chinese Imports YoY,med,,4.5%
29,2021,Jan,13,Wednesday,21:00,CNY,Chinese Balance of Trade,med,65.0B,75.4B*
0,2021,Jan,14,Thursday,All Day,CNY,Chinese Vehicle Sales YoY,low,12.0%,12.6%
1,2021,Jan,14,Thursday,All Day,CNY,Chinese FDI (YTD) YoY,med,6.0%,6.3%
2,2021,Jan,14,Thursday,All Day,CNY,Chinese Total Social Financing,low,"2,210.0B","2,130.0B"
3,2021,Jan,14,Thursday,All Day,CNY,Chinese New Loans,med,"1,120.0B","1,430.0B"
4,2021,Jan,14,Thursday,All Day,CNY,Chinese Outstanding Loan Growth YoY,low,12.7%,12.8%
5,2021,Jan,14,Thursday,All Day,CNY,Chinese M2 Money Supply,low,10.6%,10.7%
6,2021,Jan,14,Thursday,03:00,EUR,German Government Budget,high,-7.0%,1.5%
7,2021,Jan,14,Thursday,03:00,EUR,German Full Year GDP Growth,med,-5.8%,0.6%
8,2021,Jan,14,Thursday,07:30,USD,Continuing Jobless Claims,low,"4,550.0k",
9,2021,Jan,14,Thursday,07:30,USD,Jobless Claims 4-week Average,med,,
10,2021,Jan,14,Thursday,07:30,USD,Initial Jobless Claims,med,790.0k,
11,2021,Jan,14,Thursday,07:30,USD,Export Prices YoY,med,-1.3%,-1.1%
12,2021,Jan,14,Thursday,07:30,USD,Import Prices YoY,med,-0.8%,-1.0%
13,2021,Jan,14,Thursday,07:30,USD,Import Prices MoM,med,0.5%,0.1%
14,2021,Jan,14,Thursday,07:30,USD,Export Prices MoM,med,-0.3%,0.6%
15,2021,Jan,14,Thursday,09:30,USD,EIA Natural Gas Stocks Change,low,,
16,2021,Jan,14,Thursday,15:45,NZD,Food Price Index,low,,2.6%
17,2021,Jan,14,Thursday,17:50,JPY,Stock Investment by Foreigners,low,,
18,2021,Jan,14,Thursday,17:50,JPY,Foreign Bond Investment,low,,
19,2021,Jan,14,Thursday,18:30,AUD,Home Loans MoM,med,,0.8%
20,2021,Jan,14,Thursday,18:30,AUD,Investment Lending for Homes,med,,0.3%
21,2021,Jan,14,Thursday,19:30,CNY,Chinese House Price Index YoY,med,3.8%,4.0%
22,2021,Jan,14,Thursday,22:30,JPY,Tertiary Industry Activity Index,low,0.5%,1.0%
0,2021,Jan,15,Friday,01:00,GBP,Goods Trade Balance,low,-10.2B,-12.0B
1,2021,Jan,15,Friday,01:00,GBP,GDP YoY,low,-16.0%,-8.2%
2,2021,Jan,15,Friday,01:00,GBP,Industrial Production YoY,med,-4.7%,-5.5%
3,2021,Jan,15,Friday,01:00,GBP,Industrial Production MoM,med,0.1%,1.3%
4,2021,Jan,15,Friday,01:00,GBP,Manufacturing Production MoM,high,0.2%,1.7%
5,2021,Jan,15,Friday,01:00,GBP,Manufacturing Production YoY,high,-6.0%,-7.1%
6,2021,Jan,15,Friday,01:00,GBP,Construction Output,med,-20.0%,-7.5%
7,2021,Jan,15,Friday,01:00,GBP,Balance of Trade,high,-1.2B,-1.7B
8,2021,Jan,15,Friday,01:00,GBP,GDP MoM,low,-9.6%,0.4%
9,2021,Jan,15,Friday,01:00,GBP,GDP 3-Month Avg,med,1.5%,10.2%
10,2021,Jan,15,Friday,01:45,EUR,French Harmonised Inflation Rate MoM Final,low,,0.2%
11,2021,Jan,15,Friday,01:45,EUR,French Harmonised Inflation Rate YoY Final,low,,0.2%
12,2021,Jan,15,Friday,01:45,EUR,French Inflation Rate YoY Final,low,,0.2%
13,2021,Jan,15,Friday,01:45,EUR,French Inflation Rate MoM Final,low,,0.2%
14,2021,Jan,15,Friday,01:45,EUR,French Budget Balance,low,-166.0B,-159.9B
15,2021,Jan,15,Friday,04:00,EUR,Trade Balance,med,25.0B,30.0B
16,2021,Jan,15,Friday,07:30,USD,Core PPI,med,0.1%,0.1%
17,2021,Jan,15,Friday,07:30,USD,Core PPI YoY,low,1.3%,1.4%
18,2021,Jan,15,Friday,07:30,USD,PPI YoY,low,0.6%,0.8%
19,2021,Jan,15,Friday,07:30,USD,PPI MoM,high,0.2%,0.1%
20,2021,Jan,15,Friday,07:30,USD,NY Empire State Manufacturing Index,med,15.0,4.9
21,2021,Jan,15,Friday,07:30,USD,Retail Sales YoY,low,4.8%,4.1%
